"Inversion","Population","Imputability","Good_Geno","P_pop","P_100","P_250","P_500","Summary","Heteros"
"HsInv0105","EAS",NA,"1","0.999","1","1","1","1","3"
"HsInv0105","SAS",NA,"1","0.999","1","1","0.995","1","0"
"HsInv0113","EUR","Tagged","1","0.970833333333333","0.999916666666667","0.992666666666667","0.987416666666667","2","2"
"HsInv0113","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv0113","AFR","Tagged","0.666666666666667","0.895333333333333","0.764333333333333","0.843","0.820666666666667","2","1"
"HsInv0113","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv0113","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv0114","EUR","Imputable","0.916666666666667","0.926583333333333","0.927416666666667","0.939333333333333","0.963666666666667","3","4"
"HsInv0114","ALL","Imputable","1",NA,"1","0.995","0.851","1","1"
"HsInv0114","AFR","Imputable","0.666666666666667","0.928333333333333","0.884333333333333","0.932","0.843","1","0"
"HsInv0114","EAS",NA,"1","0.999","1","0.999333333333333","1","1","0"
"HsInv0114","SAS",NA,"1","0.999","0.998","1","1","1","0"
"HsInv0124","EUR","Imputable","1","0.97575","0.992583333333333","0.985916666666667","0.987583333333333","3","3"
"HsInv0124","ALL","Imputable","1",NA,"1","0.994","0.999","1","0"
"HsInv0124","AFR","Imputable","0.666666666666667","0.763","0.898","0.892","0.899666666666667","2","1"
"HsInv0124","EAS",NA,"1","0.999","1","0.993333333333333","0.998666666666667","1","0"
"HsInv0124","SAS",NA,"1","0.734","0.76","0.82","0.782","1","1"
"HsInv0141","EUR","Tagged","1","0.977166666666667","0.97","0.971833333333333","0.961916666666667","2","1"
"HsInv0141","ALL","Tagged","1",NA,"0.999","0.999","0.998","1","0"
"HsInv0141","AFR","Tagged","1","0.902333333333333","0.939666666666667","0.888666666666667","0.899","2","1"
"HsInv0141","EAS",NA,"1","0.997","0.96","0.950666666666667","0.907333333333333","1","0"
"HsInv0141","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv0147","EUR","Tagged","1","0.993583333333333","0.993583333333333","0.996833333333333","0.993166666666667","1","0"
"HsInv0147","ALL","Tagged","1",NA,"0.999","0.999","0.998","1","0"
"HsInv0147","AFR","Tagged","1","0.966666666666667","0.976333333333333","0.986666666666667","0.941","2","1"
"HsInv0147","EAS",NA,"1","0.996","0.998666666666667","0.998666666666667","0.998333333333333","1","0"
"HsInv0147","SAS",NA,NA,NA,"0.998","0.991","0.994","0","0"
"HsInv0156","EUR","Tagged","1","0.977083333333333","0.99675","0.995416666666667","0.9975","2","1"
"HsInv0156","ALL","Tagged","1",NA,"1","0.996","0.997","1","0"
"HsInv0156","AFR","Tagged","0.333333333333333","0.741333333333333","0.687333333333333","0.688","0.691333333333333","1","0"
"HsInv0156","EAS",NA,"1","0.994666666666667","0.999666666666667","0.996666666666667","0.983333333333333","2","1"
"HsInv0156","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv0163","EUR","Tagged","1","0.986583333333333","0.998333333333333","0.99925","0.998583333333333","1","0"
"HsInv0163","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv0163","AFR","Tagged","1","0.998","0.998333333333333","0.993333333333333","0.998","2","2"
"HsInv0163","EAS",NA,"1","0.995666666666667","0.997666666666667","0.999666666666667","0.999666666666667","2","0"
"HsInv0163","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv0174","EUR","Tagged","1","0.997","1","1","1","3","4"
"HsInv0174","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv0174","AFR","Tagged","1","0.995666666666667","1","1","1","2","2"
"HsInv0174","EAS",NA,"1","0.997","1","1","1","2","1"
"HsInv0174","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv0181","EUR","Tagged","0.916666666666667","0.946833333333333","0.972166666666667","0.9655","0.954416666666667","3","5"
"HsInv0181","ALL","Tagged","1",NA,"0.999","0.996","0.998","1","1"
"HsInv0181","AFR","Tagged","1","0.955333333333333","0.996666666666667","0.965333333333333","0.991333333333333","3","1"
"HsInv0181","EAS",NA,"1","0.910333333333333","0.952333333333333","0.933","0.931333333333333","3","1"
"HsInv0181","SAS",NA,NA,NA,"0.999","0.999","0.988","0","0"
"HsInv0191","EUR","Tagged","0.583333333333333","0.99325","0.997666666666667","1","1","1","0"
"HsInv0191","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv0191","AFR","Tagged","1","0.978","0.999333333333333","0.986666666666667","0.998666666666667","2","0"
"HsInv0191","EAS",NA,"1","0.986666666666667","1","1","0.999","2","2"
"HsInv0191","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv0193","EUR","Tagged","1","0.983083333333333","0.99925","0.989","0.990666666666667","3","5"
"HsInv0193","ALL","Tagged","1",NA,"0.995","1","0.994","1","1"
"HsInv0193","AFR","Tagged","1","0.897333333333333","0.999666666666667","0.999333333333333","0.999333333333333","3","1"
"HsInv0193","EAS",NA,"1","0.989","0.988","0.986666666666667","0.986333333333333","2","1"
"HsInv0193","SAS",NA,NA,NA,"1","0.999","0.974","0","0"
"HsInv0201","EUR","Tagged","1","1","0.9995","1","0.994166666666667","3","6"
"HsInv0201","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv0201","AFR","Tagged","1","1","1","1","1","2","1"
"HsInv0201","EAS",NA,"1","0.999","1","0.950666666666667","0.998666666666667","2","2"
"HsInv0201","SAS",NA,"1","0.999","1","1","1","1","0"
"HsInv0209","EUR","Tagged","1","0.999583333333333","1","0.993166666666667","0.998916666666667","1","0"
"HsInv0209","ALL","Imputable","1",NA,"0.966","0.971","0.937","1","1"
"HsInv0209","AFR","Imputable","1","0.986666666666667","0.900333333333333","0.957666666666667","0.965666666666667","2","1"
"HsInv0209","EAS",NA,"1","0.994333333333333","1","1","1","1","0"
"HsInv0209","SAS",NA,"1","0.999","1","1","1","1","0"
"HsInv0212","EUR","Tagged","0.666666666666667","0.938333333333333","0.925666666666667","0.985666666666667","0.993416666666667","1","0"
"HsInv0212","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv0212","AFR","Tagged","0.333333333333333","0.775666666666667","0.829","0.707666666666667","0.800333333333333","1","0"
"HsInv0212","EAS",NA,"1","0.997","1","1","1","2","1"
"HsInv0212","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv0228","EUR","No_Imputable","0.5","0.63825","0.60825","0.624416666666667","0.62175","2","4"
"HsInv0228","ALL","No_Imputable","1",NA,"0.555","0.478","0.483","1","1"
"HsInv0228","AFR","No_Imputable","1","0.721666666666667","0.668333333333333","0.692","0.637333333333333","2","1"
"HsInv0228","EAS",NA,"0.666666666666667","0.739","0.662666666666667","0.626","0.635333333333333","2","1"
"HsInv0228","SAS",NA,NA,NA,"0.524","0.529","0.463","0","0"
"HsInv0239","EUR","No_Imputable",NA,NA,"0.738","0.956","0.952","0","0"
"HsInv0239","ALL","No_Imputable","1",NA,"0.738","0.956","0.952","1","0"
"HsInv0239","AFR","No_Imputable",NA,"0.5","0.779","0.932","0.919333333333333","0","0"
"HsInv0239","EAS",NA,"1","0.900666666666667","0.738","0.956","0.952","1","0"
"HsInv0239","SAS",NA,NA,NA,"0.738","0.956","0.952","0","0"
"HsInv0241","EUR","No_Imputable","1","0.945333333333333","0.97925","0.942","0.958083333333333","1","0"
"HsInv0241","ALL","No_Imputable","1",NA,"0.94","0.992","1","1","1"
"HsInv0241","AFR","Imputable","0.666666666666667","0.667","0.727666666666667","0.806666666666667","0.8","1","2"
"HsInv0241","EAS",NA,"1","0.865666666666667","0.926333333333333","0.859333333333333","0.826333333333333","3","1"
"HsInv0241","SAS",NA,NA,"0.805","0.699","0.56","0.559","0","0"
"HsInv0260","EUR","Tagged","1","1","1","1","0.9985","2","4"
"HsInv0260","ALL","Tagged","1",NA,"1","0.995","1","1","0"
"HsInv0260","AFR","Tagged","1","1","1","1","1","1","0"
"HsInv0260","EAS",NA,"1","0.997666666666667","1","1","1","2","1"
"HsInv0260","SAS",NA,"1","0.998","1","0.982","1","1","1"
"HsInv0266","EUR","Imputable","1","0.9725","0.9615","0.94325","0.899166666666667","3","3"
"HsInv0266","ALL","Imputable","1",NA,"0.997","0.98","0.998","1","0"
"HsInv0266","AFR","Imputable","1","0.908666666666667","0.975333333333333","0.986666666666667","0.976333333333333","2","0"
"HsInv0266","EAS",NA,"1","0.952","0.947","0.919","0.912","2","1"
"HsInv0266","SAS",NA,"1","0.989","0.991","0.993","0.987","1","0"
"HsInv0278","EUR","No_Imputable","0.75","0.846","0.868","0.891166666666667","0.866666666666667","1","0"
"HsInv0278","ALL","No_Imputable","1",NA,"0.62","0.81","0.583","1","0"
"HsInv0278","AFR","No_Imputable","0.666666666666667","0.655333333333333","0.654","0.659666666666667","0.645333333333333","2","1"
"HsInv0278","EAS",NA,"0.333333333333333","0.595666666666667","0.669333333333333","0.704","0.628333333333333","1","0"
"HsInv0278","SAS",NA,"1","0.992","0.88","0.849","0.794","1","0"
"HsInv0284","EUR","No_Polymorphic","1","1","1","1","1","1","0"
"HsInv0284","ALL","Tagged","1",NA,"0.95","0.895","0.923","1","0"
"HsInv0284","AFR","Tagged","1","1","1","1","0.990333333333333","1","0"
"HsInv0284","EAS",NA,"1","0.999","1","1","1","1","0"
"HsInv0284","SAS",NA,"1","0.999","1","1","1","1","0"
"HsInv0286","EUR","Tagged","1","1","1","1","0.999666666666667","3","4"
"HsInv0286","ALL","Imputable","1",NA,"0.836","0.979","0.879","1","1"
"HsInv0286","AFR","Imputable","1","0.995","0.946333333333333","0.937666666666667","0.997","3","1"
"HsInv0286","EAS",NA,"0.666666666666667","0.822666666666667","0.746","0.719333333333333","0.734333333333333","2","1"
"HsInv0286","SAS",NA,NA,NA,"0.989","1","1","0","0"
"HsInv0290","EUR","Tagged","0.916666666666667","0.994416666666667","0.967583333333333","0.882083333333333","0.86075","2","2"
"HsInv0290","ALL","No_Imputable","1",NA,"0.979","0.973","0.97","1","0"
"HsInv0290","AFR","No_Imputable","1","0.98","0.987","0.955333333333333","0.970333333333333","1","0"
"HsInv0290","EAS",NA,"1","0.914","0.874","0.900333333333333","0.854","1","0"
"HsInv0290","SAS",NA,NA,NA,"0.991","0.995","0.985","0","0"
"HsInv0325","EUR","Imputable","1","1","0.998916666666667","0.996166666666667","1","3","6"
"HsInv0325","ALL","Imputable","1",NA,"1","1","1","1","1"
"HsInv0325","AFR","Imputable","1","0.997666666666667","0.996333333333333","0.993666666666667","0.992","2","1"
"HsInv0325","EAS",NA,"0.666666666666667","0.889333333333333","0.979666666666667","0.966666666666667","0.982333333333333","2","1"
"HsInv0325","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv0340","EUR","Tagged","1","1","1","0.999666666666667","0.996916666666667","1","0"
"HsInv0340","ALL","No_Imputable",NA,NA,"0.899","0.564","0.781","0","0"
"HsInv0340","AFR","No_Imputable","0.666666666666667","0.954333333333333","0.851666666666667","0.877666666666667","0.916666666666667","2","0"
"HsInv0340","EAS",NA,"1","0.999","1","0.998333333333333","0.998666666666667","1","0"
"HsInv0340","SAS",NA,"1","0.999","1","1","1","1","0"
"HsInv0341","EUR","No_Imputable","1","0.950083333333333","0.937333333333333","0.968666666666667","0.955916666666667","2","1"
"HsInv0341","ALL","No_Imputable","1",NA,"0.802","0.988","0.896","1","0"
"HsInv0341","AFR","Imputable","1","0.984333333333333","0.965","0.991333333333333","0.985","1","0"
"HsInv0341","EAS",NA,"1","0.884","0.998","0.999","0.997333333333333","1","0"
"HsInv0341","SAS",NA,"1","0.977","0.987","0.987","0.993","1","0"
"HsInv0344","EUR","No_Imputable","0.833333333333333","0.853916666666667","0.7945","0.776583333333333","0.753","3","7"
"HsInv0344","ALL","No_Imputable","1",NA,"0.969","0.842","0.949","1","0"
"HsInv0344","AFR","No_Imputable","0.666666666666667","0.828333333333333","0.720666666666667","0.673333333333333","0.701333333333333","1","0"
"HsInv0344","EAS",NA,"0.666666666666667","0.814","0.817","0.817","0.802","2","1"
"HsInv0344","SAS",NA,NA,"0.531","0.65","0.634","0.519","0","0"
"HsInv0347","EUR","Imputable","1","0.997583333333333","0.973","0.994666666666667","0.987916666666667","2","3"
"HsInv0347","ALL","Imputable","1",NA,"1","1","0.994","1","0"
"HsInv0347","AFR","Imputable","0.666666666666667","0.780333333333333","0.946666666666667","0.929","0.832666666666667","2","1"
"HsInv0347","EAS",NA,"1","0.980666666666667","0.975","0.916666666666667","0.986666666666667","1","0"
"HsInv0347","SAS",NA,"1","0.999","1","1","1","1","1"
"HsInv0370nd","EUR","No_Imputable","1","0.997","1","1","1","1","0"
"HsInv0370nd","ALL","No_Imputable","1",NA,"1","1","1","1","0"
"HsInv0370nd","AFR","No_Imputable","1","0.811","0.893","0.864","0.862333333333333","1","0"
"HsInv0370nd","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv0370nd","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv0370si","EUR","No_Imputable","0.583333333333333","0.909333333333333","0.862083333333333","0.894083333333333","0.856083333333333","2","1"
"HsInv0370si","ALL","No_Imputable","1",NA,"0.99","0.964","1","1","1"
"HsInv0370si","AFR","No_Imputable","0.666666666666667","0.766333333333333","0.836333333333333","0.831333333333333","0.918","2","1"
"HsInv0370si","EAS",NA,"1","0.767666666666667","0.887333333333333","0.942","0.965333333333333","2","1"
"HsInv0370si","SAS",NA,NA,NA,"1","0.995","0.991","0","0"
"HsInv0371","EUR","No_Imputable","1","0.94275","0.961583333333333","0.976416666666667","0.935083333333333","1","0"
"HsInv0371","ALL","No_Imputable","1",NA,"0.986","0.878","0.881","1","0"
"HsInv0371","AFR","Imputable","1","0.994333333333333","0.897333333333333","0.968","0.939666666666667","2","1"
"HsInv0371","EAS",NA,"1","0.971","0.880666666666667","0.883666666666667","0.876333333333333","1","0"
"HsInv0371","SAS",NA,NA,NA,"0.924","0.945","0.946","0","0"
"HsInv0374","EUR","No_Imputable","0.916666666666667","0.798333333333333","0.794083333333333","0.796583333333333","0.830666666666667","3","4"
"HsInv0374","ALL","No_Imputable","1",NA,"0.627","0.5","0.518","1","0"
"HsInv0374","AFR","No_Imputable","1","0.877666666666667","0.751","0.807333333333333","0.866","2","2"
"HsInv0374","EAS",NA,"0.333333333333333","0.785666666666667","0.713666666666667","0.739666666666667","0.745333333333333","1","0"
"HsInv0374","SAS",NA,"1","0.998","0.795","0.828","0.848","1","0"
"HsInv0379","EUR","No_Polymorphic","1","1","0.999333333333333","0.999583333333333","0.9995","1","0"
"HsInv0379","ALL","No_Polymorphic","1",NA,"0.996","0.987","0.999","1","0"
"HsInv0379","AFR","No_Polymorphic","1","1","0.995","0.979666666666667","0.996333333333333","1","0"
"HsInv0379","EAS",NA,"1","0.996333333333333","1","0.995","1","1","0"
"HsInv0379","SAS",NA,"1","0.999","1","1","1","1","0"
"HsInv0382","EUR","No_Imputable","0.666666666666667","0.530583333333333","0.634833333333333","0.633","0.626583333333333","2","6"
"HsInv0382","ALL","No_Imputable","1",NA,"0.957","0.943","0.929","1","0"
"HsInv0382","AFR","No_Imputable","0.666666666666667","0.699666666666667","0.749333333333333","0.741","0.757333333333333","2","1"
"HsInv0382","EAS",NA,"0.666666666666667","0.782333333333333","0.699","0.698","0.693333333333333","1","0"
"HsInv0382","SAS",NA,NA,NA,"0.487","0.482","0.485","0","0"
"HsInv0442","EUR","Tagged","1","0.997","1","1","1","2","2"
"HsInv0442","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv0442","AFR","Tagged","1","0.976","1","1","1","2","2"
"HsInv0442","EAS",NA,"1","0.997","1","1","1","2","1"
"HsInv0442","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv0486","EUR","No_Polymorphic","1","1","1","1","1","1","0"
"HsInv0486","ALL","No_Polymorphic","1",NA,"1","1","1","1","0"
"HsInv0486","AFR","No_Polymorphic","1","0.998","1","1","1","1","0"
"HsInv0486","EAS",NA,"1","0.998","1","1","1","1","0"
"HsInv0486","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv0573","EUR","Tagged","1","0.795916666666667","0.982083333333333","0.980833333333333","0.981","1","0"
"HsInv0573","ALL","Tagged","1",NA,"0.999","0.999","0.999","1","0"
"HsInv0573","AFR","No_Polymorphic","1","0.996","0.980666666666667","0.981","0.982","1","0"
"HsInv0573","EAS",NA,"1","0.996","0.957666666666667","0.920333333333333","0.958","1","0"
"HsInv0573","SAS",NA,NA,NA,"0.999","0.999","0.986","0","0"
"HsInv0626","EUR","No_Imputable","1","0.993333333333333","0.998","0.999583333333333","0.996333333333333","1","0"
"HsInv0626","ALL","No_Imputable","1",NA,"0.997","0.998","0.998","1","0"
"HsInv0626","AFR","No_Imputable","1","0.975666666666667","0.940333333333333","0.958","0.915","1","0"
"HsInv0626","EAS",NA,"1","0.997333333333333","0.995666666666667","0.999","0.996666666666667","1","0"
"HsInv0626","SAS",NA,"1","0.999","0.983","1","1","1","0"
"HsInv0786","EUR","Tagged","0.916666666666667","0.939583333333333","0.9845","0.9885","0.988416666666667","2","4"
"HsInv0786","ALL","No_Imputable","1",NA,"0.769","0.833","0.89","1","1"
